	WORD	SENTENCE	IA_LABEL	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	TOTAL_DURATION	STD_TOTAL_DURATION	Sp_clue	Sp_jed351	N_SYL	Freq	Word_Position	Lengths	Prev_Freq	Prev_N_SYL	Pre_Punct	Post_Punct	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
2280	354	29	这么	r	PRON	r	PRON		1	1	1	62	254.92857142857144	219.64531938225	7.730921268463135	39.507080078125	2	256.0	0.3636363636363636	11	230.0	2	False	False	135.64285714285714	77.85714285714286	91.8201714088523	95.43124461610878
2281	355	29	回答	v	VERB	v	VERB	VV	0	0	0	291	182.07142857142856	167.7108328921771	9.559714913368223	20.036131381988525	2	171.0	0.4545454545454545	11	256.0	2	False	False	140.07142857142858	42.0	121.58857105931008	104.66886561232728
2282	356	29	我：	r	PRON	r	PRON	PRP	1	1	1	79	83.0	91.27587695708937	10.647563934326172	21.068459510803223	1	5517.999999999999	0.5454545454545454	11	171.0	2	False	True	83.0	0.0	91.27587695708937	0.0
2283	357	29	“这	r	PRON	r	PRON	PRD	2	1	2	60	51.785714285714285	95.63336131245396	16.401047229766846	30.43599033355713	1	6817.0	0.6363636363636364	11	5517.999999999999	1	True	False	33.92857142857143	17.857142857142858	55.34884730470169	45.69754157635232
2284	358	29	是	vl	VERB	v	VERB		3	3	1	29	86.57142857142857	89.22901056568212	2.244300603866577	10.287388801574709	1	12403.0	0.7272727272727273	11	6817.0	1	False	False	86.57142857142857	0.0	89.22901056568212	0.0
2285	359	29	一	m	NUM	m	NUM	CD	4	2	3	1473	0.0	0.0	2.9554054737091064	6.2179155349731445	1	8489.0	0.8181818181818182	11	12403.0	1	False	False	0.0	0.0	0.0	0.0
2286	360	29	顶	q	DET	v	DET		5	1	3	96	84.28571428571429	131.50688660480787	14.712350845336914	23.39284896850586	1	96.0	0.9090909090909092	11	8489.0	1	False	False	67.78571428571429	16.5	102.44871788323351	41.82745168290455
2287	361	29	帽子。”	n	NOUN	n	NOUN	NN	6	3	2	220	241.78571428571428	246.1509927351296	6.881794266402721	26.724194765090942	2	33.0	1.0	11	96.0	1	False	True	157.28571428571428	34.857142857142854	94.20375225422556	95.63834940833632
2288	362	30	所以，	c	CCONJ	c	CCONJ		5	5	1	431	148.71428571428572	131.73210291639435	19.72102761268616	15.325155377388	2	787.0	0.0714285714285714	14	-1.0	-1	False	True	111.71428571428572	37.0	87.07503215325157	74.5644495913243
2289	363	30	我	r	PRON	r	PRON	PRP	2	2	1	79	62.35714285714285	127.87471946225736	3.3396999835968018	10.596455574035645	1	5517.999999999999	0.1428571428571428	14	787.0	2	False	False	52.285714285714285	10.071428571428571	111.08518518392512	36.31305213145874
