	WORD	SENTENCE	IA_LABEL	TOTAL_DURATION	STD_TOTAL_DURATION	n_in_sent	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	N_SYL	Freq	pure_token	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
1020	1044	59	知，	416.1333333333333	343.54909725135684	1	VERB	VERB	v	VERB	VV	0	0	0	146	1	2394.53109	知	180.13333333333333	137.66666666666666	60.28694349156834	114.80979439441954
1021	1045	59	我	939.2	488.8668803126948	2	PRON	PRON	r	PRON	PRP	1	1	3	704	1	49930.23889	我	180.26666666666668	196.7333333333333	40.63900698699329	61.1287893622055
1022	1046	59	估	393.26666666666665	290.73366200394173	3	VERB	VERB	n	VERB		2	9	2	28	1	289.89481	估	159.33333333333334	141.73333333333332	100.65960240113984	149.00177478435916
1023	1047	59	都	420.53333333333336	295.1460354167445	4	ADV	ADV	d	ADV	RB	3	1	3	35	1	14767.65553	都	169.53333333333333	158.73333333333332	92.3102498221201	152.14837787136898
1024	1048	59	估	486.4	462.811956054148	5	VERB	VERB	n	VERB		4	7	2	28	1	289.89481	估	152.2	125.66666666666669	112.63640619266934	157.15752889661027
1025	1049	59	唔	201.86666666666667	205.08660501250577	6	ADV	ADV	y	ADV		5	1	3	45	1	13258.13186	唔	115.66666666666669	70.4	96.11012202445464	107.52475683921976
1026	1050	59	到	314.8666666666667	386.95716673669307	7	PART	PART	v	PART		6	2	3	67	1	9168.95856	到	154.66666666666666	58.93333333333333	106.489853455101	99.04306582941024
1027	1051	59	佢	95.53333333333332	115.41280498954852	8	PRON	PRON	x	PRON		7	1	4	1	1	21111.38214	佢	89.73333333333333	5.8	108.79734473884103	21.701612843288864
1028	1052	59	竟然	177.6	157.29454324080453	9	ADV	ADV	d	ADV	RB	8	3	2	13	2	547.48705	竟然	105.93333333333334	50.8	80.23338180305973	78.63773479274013
1029	1053	59	會	97.6	138.6433313698619	10	AUX	AUX	zg	AUX	MD	9	2	2	177	1	4200.1616	會	86.26666666666667	11.333333333333334	109.39437320488148	42.40545038343801
1030	1054	59	噉	55.0	91.81067476061811	11	PRON	PRON	zg	PRON		10	1	2	3	1	0.41414	噉	41.06666666666667	13.933333333333334	62.46435427950533	52.13375958905025
1031	1055	59	答	23.2	59.17679725477997	12	VERB	VERB	v	VERB	VV	11	11	1	22	1	308.5309	答	23.2	0.0	59.17679725477997	0.0
1032	1056	59	我：	26.866666666666667	57.14410633555212	13	PRON	PRON	r	PRON	PRP	12	1	2	704	1	49930.23889	我	26.866666666666667	0.0	57.14410633555212	0.0
1033	1057	59	「唔	128.6	132.64478881584458	14	ADV	ADV	y	ADV		13	1	3	45	1	13258.13186	唔	104.26666666666668	24.33333333333333	92.41822812026255	66.2295670796326
1034	1058	59	要，	82.73333333333333	124.64641546746896	15	AUX	AUX	v	AUX	MD	14	3	2	109	1	3311.42695	要	65.66666666666667	17.066666666666666	88.48402241208422	63.857619400941935
1035	1059	59	唔	222.3333333333333	125.68991827332674	16	ADV	ADV	y	ADV		15	1	4	45	1	13258.13186	唔	161.93333333333334	44.0	70.11178376152058	83.7098162304358
1036	1060	59	要！	19.33333333333333	51.10859897207993	17	AUX	AUX	v	AUX	MD	16	20	3	109	1	3311.42695	要	19.33333333333333	0.0	51.10859897207993	0.0
1037	1061	59	我	118.86666666666666	211.4237030756538	18	PRON	PRON	r	PRON	PRP	17	5	5	704	1	49930.23889	我	59.06666666666667	34.266666666666666	68.76478426895234	89.56075529431902
1038	1062	59	唔	115.53333333333332	118.93239909946976	19	ADV	ADV	y	ADV		18	4	5	45	1	13258.13186	唔	90.33333333333331	25.2	90.32656801234558	70.5768611751283
1039	1063	59	要	179.73333333333332	170.82250697401932	20	AUX	AUX	v	AUX	MD	19	3	5	109	1	3311.42695	要	145.66666666666666	34.06666666666667	120.52754410875916	71.2633301370503
1040	1064	59	一	143.6	156.2441678911568	21	NUM	NUM	m	NUM	CD	20	1	5	871	1	4153.77843	一	106.8	26.066666666666663	102.13664050346152	73.89764693291812
1041	1065	59	條	47.0	79.2784123621725	22	NOUN	DET	zg	DET	NNB	21	6	4	149	1	386.8025	條	47.0	0.0	79.2784123621725	0.0
1042	1066	59	吞	152.4	188.05240404383736	23	VERB	VERB	v	VERB		22	5	4	11	1	45.5549	吞	106.86666666666666	25.933333333333334	110.45775461938176	68.08471846816207
1043	1067	59	咗	225.3333333333333	168.8370680732035	24	PART	PART	x	PART	DEC	23	1	7	1	1	5130.30979	咗	178.66666666666666	46.66666666666666	115.08528238755042	127.04364954175746
1044	1068	59	隻	224.26666666666668	164.42038262399896	25	NOUN	DET	x	DET	NNB	24	1	6	1	1	2023.87988	隻	175.33333333333334	48.93333333333333	116.76624321932928	85.50358017195667
1045	1069	59	大笨象	461.4666666666666	348.0739129680489	26	NOUN	NOUN	l	NOUN		25	3	5	392	3	1.65654	大笨象	153.13333333333333	106.33333333333331	94.93497189597144	85.04404087817612
1046	1070	59	嘅	153.93333333333334	189.4731174130573	27	PART	PART	x	PART		26	1	4	1	1	15735.49004	嘅	111.66666666666669	13.266666666666667	113.90619922647852	49.63932133120095
1047	1071	59	蟒蛇。	238.86666666666667	238.66346366565807	28	NOUN	NOUN	n	NOUN	NN	27	7	3	6	2	0.41414	蟒蛇	128.46666666666667	78.73333333333333	137.4233685448811	116.07438228232029
1048	1072	59	大	138.0	143.75349271119177	29	ADJ	ADJ	a	ADJ		28	1	5	381	1	1015.46009	大	138.0	0.0	143.75349271119177	0.0
1049	1073	59	蟒蛇	258.53333333333336	204.9708488758557	30	PART	PART	n	NOUN	NN	29	2	4	6	2	0.41414	蟒蛇	152.86666666666667	84.46666666666667	88.41181419295098	110.40523337032332
1050	1074	59	太	178.0	137.76840469909396	31	ADV	ADV	d	ADV	RB	30	1	4	111	1	484.9526	太	132.73333333333332	45.266666666666666	104.58327888444798	78.38917158780428
1051	1075	59	危險	312.93333333333334	282.3249821669268	32	ADJ	ADJ	an	ADJ	JJ	31	1	3	11	2	136.25056	危險	170.86666666666667	70.06666666666666	53.30899444642422	113.1185022688842
1052	1076	59	啦，	3.1333333333333333	11.723859811891684	33	NOUN	NOUN	y	NOUN		32	21	2	4	1	6683.31767	啦	3.1333333333333333	0.0	11.723859811891684	0.0
1053	1077	59	大笨象	617.4666666666667	511.73337675872665	34	NOUN	NOUN	l	NOUN		33	2	3	392	3	1.65654	大笨象	170.2	142.0	70.46625670016347	132.72377330380567
1054	1078	59	又	354.2	213.53756890377235	35	ADV	ADV	d	ADV	RB	34	1	3	30	1	4585.30755	又	201.26666666666668	95.53333333333332	121.7836697682502	88.5286143320653
1055	1079	59	掗拃	863.1333333333333	498.6629946388866	36	ADJ	ADJ	-	ADJ		35	24	2	1	2	0.0	掗拃	246.3333333333333	173.6	105.36645049012938	160.66437066132616
1056	1080	59	喎。	182.3333333333333	316.3476287602331	37	PART	PART	zg	PART		36	1	3	1	1	1159.57922	喎	86.2	41.86666666666667	133.4956678448156	74.05121350945048
1057	1082	59	我	25.133333333333333	57.1347724439524	38	PRON	PRON	r	PRON	PRP	38	1	7	704	1	49930.23889	我	25.133333333333333	0.0	57.1347724439524	0.0
1058	1083	59	住	130.93333333333334	167.2995184956875	39	PART	PART	v	PART		39	9	6	61	1	4342.21005	住	71.86666666666666	59.06666666666667	82.64209312181991	109.32060901566344
1059	1084	59	嗰	227.46666666666667	191.1574801628809	40	PRON	PRON	x	PRON		40	1	7	1	1	2040.85943	嗰	139.33333333333334	88.13333333333334	117.05876966530766	127.187455705698
1060	1085	59	度	308.06666666666666	127.22864806673412	41	ADV	ADV	zg	ADV		41	1	8	51	1	1744.33846	度	198.26666666666668	100.66666666666669	51.49688232202886	118.27350600291776
1061	1086	59	啲	122.46666666666668	201.952425640848	42	NOUN	DET	zg	DET		42	1	7	1	1	4209.68671	啲	66.13333333333334	43.266666666666666	97.50614795431562	90.70499189987042
1062	1087	59	嘢	153.66666666666666	210.9747746901405	43	NOUN	NOUN	x	NOUN		43	5	6	1	1	1566.67436	嘢	97.66666666666669	32.06666666666667	108.80543287089218	64.49854434188592
1063	1088	59	全部	368.8666666666667	231.7475254572432	44	ADV	ADV	n	ADV		44	4	6	117	2	306.46022	全部	192.6	137.8	103.0435506634614	137.06990917046673
1064	1089	59	都	178.53333333333333	205.935545472094	45	ADV	ADV	d	ADV	RB	45	3	6	35	1	14767.65553	都	140.06666666666666	38.46666666666667	154.3703195421826	99.92721795831652
1065	1090	59	好	145.86666666666667	134.36064238541817	46	ADV	ADV	a	ADV	RB	46	1	7	312	1	10788.64225	好	124.93333333333334	20.933333333333334	96.99310399313048	55.95053370810884
1066	1091	59	細	179.8	141.94139635779268	47	ADJ	ADJ	zg	ADJ	JJ	47	1	6	71	1	105.1904	細	167.06666666666666	12.733333333333333	131.2592684558144	33.48724466950895
1067	1092	59	㗎咋。	197.06666666666663	196.4058609670857	48	VERB	VERB	-	VERB		48	4	5	3	1	378.10565	咋	134.53333333333333	52.8	137.84090668432052	75.96332448403417
1068	1093	59	我	41.53333333333333	155.40350346401104	49	PRON	PRON	r	PRON	PRP	49	1	5	704	1	49930.23889	我	13.866666666666667	19.266666666666666	51.88431576326532	72.0892656518446
1069	1094	59	只係	327.8666666666667	252.8284969873628	50	ADV	ADV	-	ADV		50	4	4	42	2	0.0	只係	221.6	87.0	132.99964912234418	136.9330736771313
1070	1095	59	要	112.06666666666666	128.09864254636824	51	AUX	AUX	v	AUX	MD	51	1	6	109	1	3311.42695	要	104.26666666666668	7.8	115.52688960680206	29.184927616836745
1071	1096	59	隻	204.7333333333333	213.5323446745767	52	NOUN	DET	x	DET	NNB	52	1	5	1	1	2023.87988	隻	130.26666666666668	55.73333333333333	114.39024822461435	96.46447820599847
1072	1097	59	綿羊	141.26666666666668	154.5002553036366	53	NOUN	NOUN	ns	NOUN	NN	53	1	4	18	2	2.48481	綿羊	117.13333333333334	24.133333333333333	118.548930357422	61.80492608917909
1073	1098	59	仔。	58.66666666666666	135.8796853429124	54	X	X	zg	PART		54	4	3	126	1	833.2405	仔	43.66666666666666	15.0	90.84761355637742	56.12486080160912
1074	1099	59	你	206.8	172.413147217181	55	PRON	PRON	r	PRON	PRP	55	1	3	142	1	18137.06144	你	154.46666666666667	40.0	111.96122344613585	88.51063966175667
1075	1100	59	幫	71.4	113.86120205466536	56	VERB	VERB	x	VERB	VV	56	45	2	44	1	1037.40927	幫	59.2	12.2	85.85973056872083	45.64822011864209
1076	1101	59	我	21.466666666666665	60.87568388846969	57	PRON	PRON	r	PRON	PRP	57	1	4	704	1	49930.23889	我	21.466666666666665	0.0	60.87568388846969	0.0
1077	1102	59	畫	103.13333333333334	140.8383786078528	58	VERB	VERB	zg	VERB	VV	58	2	3	53	1	43.89836	畫	92.73333333333332	10.4	120.5407077390133	38.91323682244899
1078	1103	59	隻	137.86666666666667	181.4048388427265	59	NOUN	DET	x	DET	NNB	59	1	4	1	1	2023.87988	隻	84.8	39.13333333333333	99.78857650051933	59.22371897212205
1079	1104	59	綿羊	177.26666666666668	177.2367406104677	60	NOUN	NOUN	ns	NOUN	NN	60	4	3	18	2	2.48481	綿羊	122.73333333333332	35.8	93.30699628407056	73.66790345869765
1080	1105	59	啦。」	72.46666666666667	102.27275079685477	61	NOUN	NOUN	y	NOUN		61	5	3	4	1	6683.31767	啦	72.46666666666667	0.0	102.27275079685477	0.0
1081	1106	60	噉	263.7333333333333	218.35459438465887	0	CCONJ	CCONJ	zg	CCONJ		3	3	1	3	1	0.41414	噉	170.26666666666668	55.266666666666666	104.01568257826423	91.76162354467992
1082	1107	60	我	371.4	234.7079887860658	1	PRON	PRON	r	PRON	PRP	2	2	1	704	1	49930.23889	我	183.66666666666663	96.93333333333334	95.81556356992438	122.1127711948627
1083	1108	60	就	330.8666666666667	214.60440090755105	2	ADV	ADV	d	ADV	RB	1	1	1	95	1	11876.16191	就	201.86666666666667	79.33333333333333	123.98003423490772	115.93254743839437
1084	1109	60	幫	225.86666666666667	212.43096656456555	3	VERB	VERB	x	VERB	VV	0	0	0	44	1	1037.40927	幫	130.13333333333333	70.73333333333333	89.46944854095291	106.70361859947498
1085	1110	60	佢	296.6	217.40493707978823	4	PRON	PRON	x	PRON		1	2	2	1	1	21111.38214	佢	195.0	53.93333333333333	64.47325026706812	90.66308816467456
1086	1111	60	畫	342.6	285.95915792294534	5	VERB	VERB	zg	VERB	VV	2	1	2	53	1	43.89836	畫	161.26666666666668	85.93333333333334	102.4567984838271	113.42161267687136
1087	1112	60	喇。	297.53333333333336	288.36085417792447	6	PART	PART	n	PART	SFN	3	3	1	24	1	2051.62695	喇	166.13333333333333	73.8	140.5104345670535	112.8758610155422
1088	1113	61	佢	451.8	343.6184317912336	0	PRON	PRON	x	PRON		12	12	1	1	1	21111.38214	佢	178.53333333333333	134.33333333333334	108.04867216007588	134.77520378599155
1089	1114	61	好	172.8	242.8459594063694	1	ADV	ADV	a	ADV	RB	11	1	2	312	1	10788.64225	好	123.93333333333334	48.86666666666667	169.17504412754133	106.63324476395196
1090	1115	61	專心	264.53333333333336	179.83061165688363	2	ADJ	ADJ	n	ADJ		10	10	1	180	2	59.6355	專心	175.46666666666667	55.46666666666667	110.20578730518444	104.65235570953745
1091	1116	61	噉	246.2	235.78215934770523	3	PRON	PRON	zg	PRON		9	1	3	3	1	0.41414	噉	155.66666666666666	90.53333333333332	132.33324937025046	145.39915940457
1092	1117	61	研究	330.3333333333333	378.169920655899	4	VERB	VERB	vn	VERB	VV	8	2	2	7	2	53.00934	研究	174.93333333333334	80.4	186.14455553562544	107.24103692150688
1093	1118	61	咗	270.26666666666665	246.90847607070023	5	PART	PART	x	PART	DEC	7	1	5	1	1	5130.30979	咗	156.26666666666668	65.06666666666666	106.05688201254183	114.460162890365
1094	1119	61	幅	34.93333333333333	82.30388137195528	6	NOUN	DET	n	DET	NNB	6	1	4	7	1	15.73715	幅	34.93333333333333	0.0	82.30388137195528	0.0
1095	1120	61	畫	52.66666666666666	110.92800467971207	7	NOUN	NOUN	zg	NOUN		5	3	3	53	1	43.89836	畫	48.53333333333333	4.133333333333334	99.56228647881127	15.465517198665626
1096	1121	61	一陣，	254.53333333333333	202.64743329788865	8	ADV	ADV	m	ADV		4	4	3	896	2	520.56824	一陣	117.4	64.8	93.15850292199131	90.49213593824972
1097	1122	61	就	264.2	219.59939283461904	9	ADV	ADV	d	ADV	RB	1	1	1	95	1	11876.16191	就	123.66666666666669	94.26666666666668	77.75488551996088	106.12412020313238
1098	1123	61	話：	68.26666666666667	123.35988903295195	10	VERB	VERB	x	VERB		0	0	0	35	1	3423.24352	話	50.6	17.666666666666668	85.65029674982647	66.1026138330063
1099	1124	61	「我	177.4	190.0655325582908	11	PRON	PRON	r	PRON	PRP	1	8	2	704	1	49930.23889	我	118.86666666666666	28.0	83.85850516726904	58.75485795517962
1100	1125	61	唔	91.6	122.63811261865808	12	ADV	ADV	y	ADV		2	7	2	45	1	13258.13186	唔	78.66666666666667	12.933333333333334	112.18833371711258	48.39210220227631
1101	1126	61	要，	248.86666666666667	166.74406202987328	13	AUX	AUX	v	AUX	MD	3	6	2	109	1	3311.42695	要	213.66666666666663	35.2	129.57657538648292	88.0970676772691
1102	1127	61	呢	155.06666666666666	219.22149124167143	14	PART	PRON	y	PRON		4	1	4	14	1	5998.7518	呢	88.93333333333334	42.333333333333336	93.67708127154452	98.39896115079443
1103	1128	61	隻	124.6	134.69313271284472	15	NOUN	DET	x	DET	NNB	5	1	3	1	1	2023.87988	隻	106.8	17.8	109.7568221114296	46.8162364997444
1104	1129	61	綿羊	348.4	303.12897145164686	16	NOUN	NOUN	ns	NOUN	NN	6	1	2	18	2	2.48481	綿羊	178.8	74.33333333333333	91.9160486531052	121.7136895432154
1105	1130	61	病	204.66666666666663	185.64003399650147	17	VERB	VERB	n	VERB		7	7	1	29	1	82.41295	病	141.26666666666668	63.4	136.06393921813213	124.10468699180277
1106	1131	61	得	215.3333333333333	214.37402413124173	18	PART	PART	ud	PART	DEV	8	1	2	80	1	2885.28159	得	150.66666666666666	36.06666666666667	122.08339590442084	79.5524704553891
1107	1132	61	咁	109.93333333333334	144.41951237819478	19	ADV	ADV	x	ADV		9	1	3	5	1	14023.45415	咁	89.13333333333334	20.8	112.80772235189497	77.82647364489797
1108	1133	61	犀利。	206.13333333333333	208.72529527800145	20	ADJ	ADJ	a	ADJ		10	3	2	22	2	44.31249	犀利	152.53333333333333	20.866666666666667	116.39866360439405	48.06643550568548
1109	1134	61	重新	255.66666666666663	175.66432636012232	21	PROPN	PROPN	a	PROPN		11	1	3	165	2	82.41295	重新	203.2	25.33333333333333	77.29614048148416	54.75967697331882
1110	1135	61	畫	75.6	74.0943542608567	22	NOUN	VERB	zg	VERB		12	3	2	53	1	43.89836	畫	75.6	0.0	74.0943542608567	0.0
1111	1136	61	過	52.66666666666666	149.65857439147575	23	PART	PART	zg	PART	UH	13	1	3	299	1	1039.06581	過	52.66666666666666	0.0	149.65857439147575	0.0
1112	1137	61	隻	200.9333333333333	230.17977515170367	24	NOUN	DET	x	DET	NNB	14	1	2	1	1	2023.87988	隻	160.66666666666666	40.266666666666666	165.83110551267382	103.24305733989522
1113	1138	61	啦。」	88.6	98.79865046311782	25	NOUN	NOUN	y	NOUN		15	15	1	4	1	6683.31767	啦	88.6	0.0	98.79865046311782	0.0
1114	1140	62	於是	105.73333333333332	189.41857236172896	0	CCONJ	CCONJ	-	CCONJ		4	4	1	11	2	432.77153	於是	93.6	12.133333333333333	168.3705437420691	45.39877629285715
1115	1141	62	我	91.26666666666668	132.37545928993873	1	PRON	PRON	r	PRON	PRP	3	3	1	704	1	49930.23889	我	70.86666666666666	20.4	99.27528505233428	76.32981069018841
1116	1142	62	又	106.0	96.01597089373551	2	ADV	ADV	d	ADV	RB	2	2	1	30	1	4585.30755	又	106.0	0.0	96.01597089373551	0.0
1117	1143	62	再	89.8	131.34087964783342	3	ADV	ADV	d	ADV	RB	1	1	1	117	1	2220.18007	再	57.333333333333336	32.46666666666667	86.3416984364385	69.17404779893172
1118	1144	62	畫	123.2	145.0104364060279	4	VERB	VERB	zg	VERB	VV	0	0	0	53	1	43.89836	畫	87.33333333333333	35.86666666666667	98.54316595053945	91.4890643131128
1119	1145	62	過	103.53333333333332	177.0185928715462	5	PART	PART	zg	PART	UH	1	1	1	299	1	1039.06581	過	87.2	16.333333333333332	162.1744739470426	61.11373731730771
1120	1146	62	另	105.33333333333331	143.5426378777013	6	ADV	ADJ	r	ADJ		2	2	2	15	1	521.39651	另	76.66666666666667	28.666666666666668	87.82077709112399	74.01411276836932
1121	1147	62	一	82.33333333333333	135.4413362144495	7	NUM	NUM	m	NUM	CD	3	1	2	871	1	4153.77843	一	63.2	7.466666666666667	91.8884831376236	27.937708487912094
1122	1148	62	隻。	14.333333333333334	53.63042254375984	8	NOUN	DET	x	DET	NNB	4	4	1	1	1	2023.87988	隻	14.333333333333334	0.0	53.63042254375984	0.0
1123	1149	63	今	62.266666666666666	92.79688692096424	0	ADV	ADJ	zg	ADJ		9	1	2	26	1	8.69684	今	62.266666666666666	0.0	92.79688692096424	0.0
1124	1150	63	次	14.466666666666669	41.737060536437184	1	NOUN	DET	q	DET	NNB	8	8	1	32	1	590.143	次	14.466666666666669	0.0	41.737060536437184	0.0
1125	1151	63	我	171.33333333333334	191.14904016383537	2	PRON	PRON	r	PRON	PRP	7	3	2	704	1	49930.23889	我	127.6	43.73333333333333	123.94181430547695	88.13661113420586
1126	1152	63	呢	109.73333333333332	133.07264515627878	3	PART	PRON	y	PRON		6	1	3	14	1	5998.7518	呢	98.8	10.933333333333334	123.64044645665106	40.90878742872843
1127	1153	63	個	135.0	124.93251511649532	4	NOUN	DET	zg	DET	NNB	5	1	2	175	1	6956.23292	個	115.93333333333334	19.066666666666663	103.88870112876675	59.29751727986219
1128	1154	63	朋友	171.73333333333332	157.3799930811481	5	NOUN	NOUN	n	NOUN	NN	4	4	1	17	2	470.45786	朋友	127.06666666666666	27.6	94.39877588660188	72.09697173483316
1129	1155	63	仔	92.8	116.63915866180334	6	X	X	zg	PART		3	3	1	126	1	833.2405	仔	81.8	11.0	102.03084500940552	41.15823125451335
1130	1156	63	陰陰嘴	487.73333333333335	285.60916574149985	7	NOUN	NOUN	nr	NOUN		2	1	2	117	3	4.55549	陰陰嘴	205.66666666666663	157.73333333333332	60.27676906478059	108.14340273708588
1131	1157	63	喺度	140.8	192.85545537180604	8	ADV	ADV	-	ADV		1	1	1	52	2	0.0	喺度	85.86666666666666	28.866666666666667	87.80954136969144	75.06696269923866
1132	1158	63	笑：	35.93333333333333	60.14700509769561	9	VERB	VERB	v	VERB		0	0	0	24	1	1108.22643	笑	35.93333333333333	0.0	60.14700509769561	0.0
1133	1159	63	「你	109.93333333333334	177.765188443132	10	PRON	PRON	r	PRON	PRP	1	1	2	142	1	18137.06144	你	63.8	27.066666666666663	79.76565677031688	70.53553871788478
1134	1160	63	睇	138.93333333333334	267.8338954567841	11	VERB	VERB	vg	VERB	VV	2	2	1	26	1	2790.03043	睇	85.93333333333334	34.333333333333336	102.7907042922116	128.46357027923867
1135	1161	63	真	186.6	150.78275763494975	12	ADJ	ADJ	d	ADJ	JJ	3	2	3	54	1	307.70263	真	154.93333333333334	31.666666666666668	110.6396352528735	63.57952151090441
1136	1162	63	啲	87.06666666666666	143.87191834714963	13	PART	DET	zg	DET		4	1	3	1	1	4209.68671	啲	48.6	30.133333333333333	70.32097837772167	76.8260951037399
1137	1163	63	吖，	132.73333333333332	133.55471621108038	14	PART	PART	x	PART	SFN	5	3	2	1	1	238.12788	吖	96.33333333333331	36.4	91.05138964099096	65.27664207049868
1138	1164	63	你	489.06666666666666	290.18028112805246	15	PRON	PRON	r	PRON	PRP	6	1	6	142	1	18137.06144	你	170.0	141.93333333333334	77.54826454108004	145.51813938093383
1139	1165	63	畫	457.53333333333336	381.3535309336411	16	NOUN	VERB	zg	VERB		7	2	5	53	1	43.89836	畫	141.2	173.6	124.41714779991813	176.13623515146827
1140	1166	63	呢	306.46666666666664	274.82767125762444	17	PART	PRON	y	PRON		8	1	5	14	1	5998.7518	呢	153.46666666666667	79.33333333333333	102.04304102790265	114.32565571889609
1141	1167	63	隻	154.26666666666668	202.1904932373319	18	NOUN	DET	x	DET	NNB	9	2	4	1	1	2023.87988	隻	100.46666666666668	48.0	127.16229350278678	78.39642849007855
1142	1168	63	唔	226.46666666666667	206.3178346360025	19	ADV	ADV	y	ADV		10	1	4	45	1	13258.13186	唔	139.86666666666667	61.06666666666667	107.430515011125	94.97049834319895
1143	1169	63	係	250.3333333333333	178.38672098063302	20	VERB	VERB	zg	VERB		11	5	3	6	1	22827.14525	係	170.06666666666666	59.0	89.86394654637024	106.09241254679807
1144	1170	63	綿羊	395.6666666666667	298.03884907098194	21	NOUN	NOUN	ns	NOUN	NN	12	1	5	18	2	2.48481	綿羊	168.8	106.8	94.10008855822966	110.76353190468424
1145	1171	63	仔，	51.2	121.39972542527984	22	NOUN	NOUN	zg	NOUN		13	2	4	126	1	833.2405	仔	51.2	0.0	121.39972542527984	0.0
1146	1172	63	係	66.6	119.22181008523566	23	VERB	VERB	zg	VERB		14	7	2	6	1	22827.14525	係	57.4	9.2	98.51822166482704	34.42324795832026
1147	1173	63	山羊	241.2	153.46539240710482	24	PROPN	PROPN	ns	PROPN		15	1	5	55	2	3.72722	山羊	197.4	43.8	119.36040661235478	74.63886387131038
1148	1174	63	嚟	165.46666666666667	196.75801268450428	25	VERB	VERB	zg	VERB		16	1	4	2	1	3001.65364	嚟	106.93333333333334	58.53333333333333	113.2686874451874	107.78798118941134
1149	1175	63	㗎，	33.53333333333333	67.51283005638427	26	PART	PART	x	PART		17	3	3	0	0	0.0		33.53333333333333	0.0	67.51283005638427	0.0
1150	1176	63	佢	28.066666666666663	72.06891763367123	27	PRON	PRON	x	PRON		18	1	2	1	1	21111.38214	佢	18.53333333333333	9.533333333333331	50.396913485737294	35.67046708724491
1151	1177	63	有	108.26666666666668	133.8738045905754	28	VERB	VERB	v	VERB	VV	19	19	1	357	1	7919.92609	有	94.93333333333334	13.333333333333334	120.76449073391656	35.104922098696576
1152	1178	63	角	218.4	165.461697481119	29	NOUN	NOUN	n	NOUN	NN	20	1	2	12	1	30.64602	角	187.8	30.6	166.70300937095686	64.60319909519446
1153	1179	63	㗎⋯⋯」	44.53333333333333	65.68395711452091	30	PART	PART	x	PART		21	21	1	0	0	0.0		44.53333333333333	0.0	65.68395711452091	0.0
1154	1180	64	我	55.86666666666667	76.20137064967328	0	PRON	PRON	r	PRON	PRP	3	1	2	704	1	49930.23889	我	55.86666666666667	0.0	76.20137064967328	0.0
1155	1181	64	唯有	96.0	109.32337353009191	1	ADJ	ADJ	b	ADJ		2	2	1	364	2	209.96667	唯有	81.53333333333333	14.466666666666669	97.89236719762962	37.37176593216982
1156	1182	64	再	62.86666666666667	90.53460971117929	2	ADV	ADV	d	ADV	RB	1	1	1	117	1	2220.18007	再	62.86666666666667	0.0	90.53460971117929	0.0
1157	1183	64	重新	169.8	126.374153475569	3	VERB	VERB	a	VERB		0	0	0	165	2	82.41295	重新	159.93333333333334	9.866666666666667	114.39724161398688	36.91768621616955
1158	1184	64	畫	29.666666666666668	60.33646400717305	4	NOUN	VERB	zg	VERB		1	1	1	53	1	43.89836	畫	29.666666666666668	0.0	60.33646400717305	0.0
1159	1185	64	多	39.266666666666666	106.25282218474116	5	ADJ	ADJ	m	ADJ	JJ	2	1	2	121	1	2062.39447	多	39.266666666666666	0.0	106.25282218474116	0.0
1160	1186	64	次。	25.933333333333334	67.83162160002433	6	NOUN	DET	q	DET	NNB	3	3	1	32	1	590.143	次	16.733333333333334	9.2	43.82764221609715	34.42324795832026
1161	1187	65	但係	94.13333333333334	144.4750805117924	0	CCONJ	CCONJ	-	CCONJ		14	8	2	65	2	1965.48678	但係	69.8	24.33333333333333	106.06865701044772	65.97743722078194
1162	1188	65	呢	187.86666666666667	238.3864835840228	1	PART	PRON	y	PRON		13	1	5	14	1	5998.7518	呢	156.86666666666667	31.0	181.38389001109093	86.38595564866625
1163	1189	65	幅	135.93333333333334	139.14044064261915	2	NOUN	DET	n	DET	NNB	12	1	4	7	1	15.73715	幅	108.66666666666669	27.266666666666666	112.32967353088657	72.41037371966964
1164	1190	65	畫	163.13333333333333	144.89944405997178	3	NOUN	NOUN	zg	NOUN		11	2	3	53	1	43.89836	畫	153.13333333333333	10.0	127.8222029052682	37.416573867739416
1165	1191	65	嘅	53.46666666666667	89.61760739695941	4	PART	PART	x	PART		10	1	3	1	1	15735.49004	嘅	53.46666666666667	0.0	89.61760739695941	0.0
1166	1192	65	命運	140.13333333333333	171.33548636779506	5	NOUN	NOUN	n	NOUN	NN	9	3	2	28	2	44.72663	命運	115.06666666666666	25.066666666666663	144.0048455974852	76.67026078531943
1167	1193	65	都	39.6	90.28975578657858	6	ADV	ADV	d	ADV	RB	8	2	2	35	1	14767.65553	都	39.6	0.0	90.28975578657858	0.0
1168	1194	65	係	47.2	85.24177379665441	7	VERB	VERB	zg	VERB		7	1	2	6	1	22827.14525	係	33.46666666666667	13.733333333333333	60.412875743135714	51.385428111695454
1169	1195	65	一樣，	149.73333333333332	114.03886277152289	8	ADJ	ADJ	r	ADJ	JJ	6	6	1	907	2	788.09974	一樣	135.4	14.333333333333334	92.69361718406864	53.63042254375983
1170	1196	65	又	32.2	64.90218280869553	9	ADV	ADV	d	ADV	RB	3	3	1	30	1	4585.30755	又	32.2	0.0	64.90218280869553	0.0
