	WORD	SENTENCE	IA_LABEL	TOTAL_DURATION	STD_TOTAL_DURATION	n_in_sent	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	N_SYL	Freq	pure_token	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
4153	4280	227	都	66.8	99.05567458084704	65	ADV	ADV	d	ADV	RB	61	3	3	35	1	14767.65553	都	66.8	0.0	99.05567458084704	0.0
4154	4281	227	突然	242.53333333333333	303.5098826873499	66	ADV	ADV	ad	ADV	RB	62	2	3	30	2	848.14937	突然	153.6	57.86666666666667	164.73485767539708	105.12143242724366
4155	4282	227	熄滅	269.8666666666667	137.56349645002322	67	VERB	VERB	v	VERB	VV	63	1	3	16	2	8.28271	熄滅	247.3333333333333	22.53333333333333	117.95517039206982	60.488970528151285
4156	4283	227	一樣！	15.533333333333331	58.12041140788855	68	ADJ	ADJ	r	ADJ	JJ	64	11	2	907	2	788.09974	一樣	8.8	6.733333333333333	32.92658500361069	25.19382640427788
4157	4284	227	我	45.13333333333333	116.36773130421032	69	PRON	PRON	r	PRON	PRP	65	1	3	704	1	49930.23889	我	45.13333333333333	0.0	116.36773130421032	0.0
4158	4285	227	諗，	165.8	157.933825804776	70	VERB	VERB	x	VERB		66	7	2	6	1	1926.55805	諗	146.8	19.0	125.15387861881602	71.09149034870488
4159	4286	227	都	173.66666666666666	174.6366386402222	71	ADV	ADV	d	ADV	RB	67	4	2	35	1	14767.65553	都	135.53333333333333	23.666666666666668	116.01601422025992	60.89517404706404
4160	4287	227	一樣	284.4	201.892644739723	72	ADJ	ADJ	r	ADJ	JJ	68	1	3	907	2	788.09974	一樣	198.6	51.66666666666666	116.74918986157178	83.01699959780662
4161	4288	227	係	158.6	159.43684225004793	73	VERB	VERB	zg	VERB		69	2	2	6	1	22827.14525	係	126.66666666666669	31.933333333333334	125.25689158241508	68.39343698208347
4162	4289	227	無關重要	322.7333333333333	245.36923650332008	74	ADJ	ADJ	-	ADJ		70	1	2	676	4	0.0	無關重要	189.53333333333333	86.66666666666667	93.4743220830667	93.30285216552718
4163	4290	227	啦！」	15.933333333333334	41.18003831415842	75	VERB	VERB	y	VERB		71	71	1	4	1	6683.31767	啦	15.933333333333334	0.0	41.18003831415842	0.0
4164	4291	228	佢	116.6	160.0203320414836	0	PRON	PRON	x	PRON		2	0	2	1	1	21111.38214	佢	79.4	37.2	88.56093947107833	111.011230663088
4165	4292	228	已經	189.3333333333333	160.14687702925156	1	ADV	ADV	d	ADV	RB	1	1	1	53	2	2790.44457	已經	153.53333333333333	35.8	115.57039220992354	78.18627330505869
4166	4293	228	唔	108.13333333333334	142.63887579790054	2	ADV	ADV	y	ADV		0	0	0	45	1	13258.13186	唔	108.13333333333334	0.0	142.63887579790054	0.0
4167	4294	228	能夠	308.3333333333333	214.2713751816192	3	VERB	VERB	v	VERB		1	1	1	62	2	150.7453	能夠	178.06666666666666	105.66666666666669	98.17770735875952	144.38036185329668
4168	4295	228	再	145.53333333333333	113.47473531828815	4	ADV	ADV	d	ADV	RB	2	1	3	117	1	2220.18007	再	133.6	11.933333333333334	104.02102351608222	33.82793060311093
4169	4296	228	繼續	174.53333333333333	117.93493498064468	5	VERB	VERB	v	VERB	VV	3	2	2	11	2	717.69671	繼續	153.26666666666668	16.666666666666668	112.16384840441634	45.17472252881644
4170	4297	228	講	150.8	143.9713860459779	6	VERB	VERB	zg	VERB	VV	4	1	3	238	1	2901.43287	講	135.66666666666666	15.133333333333333	142.35526763074918	47.633135059069495
4171	4298	228	落	66.26666666666667	113.6687976339838	7	PART	PART	v	PART		5	1	4	106	1	562.81006	落	51.73333333333333	3.466666666666667	100.21474719598685	12.971078940816328
4172	4299	228	去，	43.13333333333333	125.30435835286106	8	VERB	VERB	v	VERB		6	2	4	57	1	4675.58908	去	43.13333333333333	0.0	125.30435835286106	0.0
4173	4301	228	眼淚	63.266666666666666	104.32926509640312	9	NOUN	NOUN	n	NOUN	NN	8	2	2	112	2	175.17929	眼淚	63.266666666666666	0.0	104.32926509640312	0.0
4174	4302	228	突然	186.7333333333333	107.35204805788392	10	ADV	ADV	ad	ADV	RB	9	1	2	30	2	848.14937	突然	167.2	19.53333333333333	105.3351476636993	50.25649764513596
4175	4303	228	奪眶而出。	244.0	180.15511834712515	11	VERB	VERB	i	VERB		10	10	1	332	4	0.0	奪眶而出	166.46666666666667	53.4	97.94955617845116	71.18595367065049
4176	4304	229	夜幕	78.26666666666667	100.7858896649504	0	NOUN	NOUN	n	NOUN	NN	1	1	1	38	2	2.89895	夜幕	70.46666666666667	7.8	86.53389830324042	29.184927616836745
4177	4305	229	低垂，	205.4	154.74184954303732	1	ADJ	ADJ	v	ADJ		0	0	0	64	2	0.0	低垂	183.2	22.2	133.3227662479293	57.24590232788135
4178	4306	229	我	26.73333333333333	56.73031719362135	2	PRON	PRON	r	PRON	PRP	1	1	3	704	1	49930.23889	我	26.73333333333333	0.0	56.73031719362135	0.0
4179	4307	229	放	38.333333333333336	81.65591765995217	3	VERB	VERB	v	VERB	VV	2	5	2	91	1	399.22656	放	38.333333333333336	0.0	81.65591765995217	0.0
4180	4308	229	低	128.8	131.24440305526684	4	ADJ	ADJ	a	ADJ	JJ	3	2	4	53	1	344.56068	低	128.8	0.0	131.24440305526684	0.0
4181	4309	229	咗	116.53333333333332	154.72550604933315	5	PART	PART	x	PART		4	1	4	1	1	5130.30979	咗	116.53333333333332	0.0	154.72550604933315	0.0
4182	4310	229	手	74.33333333333333	135.3226596776099	6	NOUN	NOUN	n	NOUN		5	3	3	164	1	961.20835	手	54.53333333333333	19.8	91.65578117185092	58.78571254990451
4183	4311	229	上	30.066666666666663	78.75740529555864	7	ADV	ADV	f	ADV		6	1	2	146	1	2231.77587	上	30.066666666666663	0.0	78.75740529555864	0.0
4184	4312	229	嘅	62.53333333333333	90.76479983390529	8	PART	PART	x	PART		7	7	1	1	1	15735.49004	嘅	62.53333333333333	0.0	90.76479983390529	0.0
4185	4313	229	工具。	61.73333333333333	93.0479923958002	9	NOUN	NOUN	n	NOUN	NN	8	1	2	47	2	23.19158	工具	61.73333333333333	0.0	93.0479923958002	0.0
4186	4314	230	唔	104.13333333333334	96.2274158208333	0	ADV	ADV	y	ADV		2	2	1	45	1	13258.13186	唔	93.4	10.733333333333333	79.66161769216926	40.16045595137364
4187	4315	230	再	28.266666666666666	105.76418213281006	1	ADV	ADV	d	ADV	RB	1	1	1	117	1	2220.18007	再	28.266666666666666	0.0	105.76418213281006	0.0
4188	4316	230	擔心	214.26666666666668	143.1416392559792	2	VERB	VERB	v	VERB	VV	0	0	0	158	2	221.97659	擔心	165.46666666666667	38.06666666666667	121.7378969571742	92.72286065954228
4189	4317	230	我	122.8	114.47165588039688	3	PRON	PRON	r	PRON	PRP	1	2	3	704	1	49930.23889	我	122.8	0.0	114.47165588039688	0.0
4190	4318	230	把	112.13333333333334	151.76203594956004	4	ADP	ADP	p	ADP	BB	2	1	3	11	1	714.79776	把	97.6	14.533333333333331	132.08724389584333	54.3787540211146
4191	4319	230	鎚仔，	227.13333333333333	181.22320185033948	5	NOUN	NOUN	-	NOUN		3	12	2	128	2	2.07068	鎚仔	198.8	28.33333333333333	172.8803825385248	73.88429392563002
4192	4320	230	我	346.46666666666664	218.71865235706096	6	PRON	PRON	r	PRON	PRP	4	1	5	704	1	49930.23889	我	178.0	110.46666666666668	111.53952961469162	126.56901499006602
4193	4321	230	粒	284.2	187.8691743385984	7	NOUN	DET	q	DET	NNB	5	1	4	14	1	51.76693	粒	188.3333333333333	95.86666666666666	107.5730242930613	141.26611609142353
4194	4322	230	螺絲，	745.6666666666666	440.7707895141066	8	NOUN	NOUN	n	NOUN	NN	6	3	3	13	2	1.24241	螺絲	237.3333333333333	210.7333333333333	132.98203721639334	169.52776239372187
4195	4323	230	我	367.06666666666666	391.13432759375934	9	PRON	PRON	r	PRON	PRP	7	4	2	704	1	49930.23889	我	174.73333333333332	88.6	122.69119320020036	117.48520474227098
4196	4324	230	嘅	221.13333333333333	193.85488272301927	10	PART	PART	x	PART		8	1	3	1	1	15735.49004	嘅	176.06666666666666	45.06666666666667	147.15772339756944	79.51391213003058
4197	4325	230	飢渴	669.8666666666667	300.3653035148293	11	NOUN	NOUN	n	NOUN		9	2	2	7	2	3.31308	飢渴	288.2	188.2	84.08741483321587	162.63505157253158
4198	4326	230	甚至	315.3333333333333	301.611155113482	12	ADV	ADV	d	ADV	RB	10	1	2	33	2	176.00756	甚至	164.73333333333332	105.4	148.31788683619908	152.96875497957092
4199	4327	230	係	114.66666666666669	130.54024496512773	13	VERB	VERB	zg	VERB		11	11	1	6	1	22827.14525	係	91.66666666666669	9.933333333333334	113.3111743043122	37.16713004195448
4200	4328	230	死亡。	123.8	132.45839598404726	14	NOUN	NOUN	v	NOUN		12	1	2	94	2	45.5549	死亡	90.0	22.866666666666667	90.99157470154402	55.8281490130402
4201	4329	231	喺	117.46666666666668	156.5911307265588	0	ADP	ADP	x	ADP		23	3	3	1	1	2703.06199	喺	85.6	11.8	83.07009088715384	44.15155716393251
4202	4330	231	一	23.466666666666665	60.57707670581522	1	NUM	NUM	m	NUM	CD	22	1	4	871	1	4153.77843	一	23.466666666666665	0.0	60.57707670581522	0.0
4203	4331	231	粒	0.0	0.0	2	NOUN	DET	q	DET	NNB	21	1	3	14	1	51.76693	粒	0.0	0.0	0.0	0.0
4204	4332	231	星星	263.93333333333334	387.5136929480328	3	NOUN	NOUN	nz	NOUN	NN	20	2	2	102	2	26.09053	星星	159.6	37.2	131.46700473249297	65.9405793119836
4205	4333	231	上	60.06666666666667	99.64835952265122	4	ADV	NOUN	f	NOUN		19	1	2	146	1	2231.77587	上	60.06666666666667	0.0	99.64835952265122	0.0
4206	4334	231	面，	43.333333333333336	74.77046356832504	5	NOUN	NOUN	n	NOUN		18	18	1	96	1	398.81243	面	43.333333333333336	0.0	74.77046356832504	0.0
4207	4335	231	一	20.73333333333333	53.124340518782496	6	NUM	NUM	m	NUM	CD	15	1	3	871	1	4153.77843	一	20.73333333333333	0.0	53.124340518782496	0.0
4208	4336	231	粒	21.8	70.88789271330707	7	NOUN	DET	q	DET	NNB	14	1	2	14	1	51.76693	粒	21.8	0.0	70.88789271330707	0.0
4209	4337	231	行星，	166.33333333333334	171.59785028438503	8	NOUN	NOUN	n	NOUN	NN	13	13	1	185	2	3.72722	行星	158.93333333333334	7.4	160.46119641693923	27.688264662127168
4210	4338	231	呢	119.2	139.93627120943307	9	PART	PRON	y	PRON		10	3	2	14	1	5998.7518	呢	93.86666666666666	25.33333333333333	87.47484717842546	94.7886537982732
4211	4339	231	一	52.6	107.4404020841322	10	NUM	NUM	m	NUM	CD	9	1	3	871	1	4153.77843	一	35.333333333333336	15.333333333333334	74.40041815892044	39.70334438753939
4212	4340	231	粒	160.86666666666667	189.82654070375816	11	NOUN	DET	q	DET	NNB	8	1	2	14	1	51.76693	粒	106.73333333333332	35.46666666666667	121.69112083011186	88.08622038788032
4213	4341	231	行星，	210.86666666666667	242.130231257662	12	NOUN	NOUN	n	NOUN	NN	7	7	1	185	2	3.72722	行星	144.06666666666666	33.46666666666667	128.32742843557995	64.11850140343442
4214	4342	231	喺	108.6	193.6439344088353	13	ADP	ADP	x	ADP		4	1	2	1	1	2703.06199	喺	98.26666666666668	10.333333333333334	176.79157848218398	38.663792996664064
4215	4343	231	地球，	353.3333333333333	315.027970539478	14	NOUN	NOUN	n	NOUN		3	3	1	323	2	60.04964	地球	185.2	100.06666666666666	127.27932537009563	128.34612923220118
4216	4344	231	有	112.46666666666668	153.65670249690453	15	VERB	VERB	v	VERB	VV	0	0	0	357	1	7919.92609	有	76.06666666666666	36.4	106.44652282823624	117.41709131695151
4217	4345	231	個	227.66666666666663	179.76750417012403	16	NOUN	DET	zg	DET	NNB	1	1	3	175	1	6956.23292	個	198.06666666666663	29.6	162.17129489798398	68.05468389464463
4218	4346	231	小王子	125.06666666666666	157.66439744667224	17	NOUN	NOUN	nr	NOUN		2	5	2	395	3	0.0	小王子	74.86666666666666	40.46666666666667	91.24901217121324	82.75011916742007
4219	4347	231	需要	169.2	213.0218142194205	18	VERB	VERB	v	VERB	VV	3	4	2	115	2	311.42985	需要	98.53333333333332	70.66666666666667	125.18139726901208	114.02144047892436
4220	4348	231	我	147.0	167.640886023269	19	PRON	PRON	r	PRON	PRP	4	1	3	704	1	49930.23889	我	130.73333333333332	16.266666666666666	136.0213055206998	60.86429349152277
4221	4349	231	去	40.6	82.3664980438042	20	VERB	VERB	v	VERB		5	2	2	57	1	4675.58908	去	31.8	8.8	59.87787571382271	27.80935094532054
4222	4350	231	開解	228.2	325.4177212957729	21	PART	PART	v	VERB	VV	6	1	2	232	2	4.14135	開解	128.13333333333333	63.8	117.29272024393596	137.34152079154117
4223	4351	231	安慰！	62.6	115.30296324610802	22	VERB	VERB	v	VERB	VV	7	7	1	48	2	88.62498	安慰	51.333333333333336	11.266666666666667	95.93863779636555	42.156006557653065
4224	4352	232	我	72.4	127.24454146773188	0	PRON	PRON	r	PRON	PRP	8	8	1	704	1	49930.23889	我	61.13333333333333	11.266666666666667	104.95006219891228	42.156006557653065
4225	4353	232	抱	51.06666666666667	83.06982337501118	1	VERB	VERB	v	VERB	VV	7	2	2	18	1	203.75463	抱	51.06666666666667	0.0	83.06982337501118	0.0
4226	4354	232	佢	142.66666666666666	141.82179741570835	2	PRON	PRON	x	PRON		6	1	3	1	1	21111.38214	佢	139.53333333333333	3.1333333333333333	143.56966562922997	11.723859811891684
4227	4355	232	入	82.13333333333334	121.4407217077076	3	VERB	VERB	v	VERB		5	5	1	83	1	557.4263	入	58.2	23.933333333333334	86.90163021102272	89.55033345678964
4228	4356	232	懷，	99.2	134.08614146634744	4	NOUN	NOUN	x	NOUN		4	1	2	13	1	13.66647	懷	89.06666666666666	10.133333333333333	117.58881277098128	37.91546151930927
4229	4357	232	輕輕	144.66666666666666	177.9384412904893	5	NOUN	NOUN	z	NOUN		1	1	1	130	2	108.08935	輕輕	91.13333333333334	37.4	107.46091796038635	74.88284182641574
4230	4358	232	攬	231.53333333333333	191.45090464369423	6	VERB	VERB	zg	VERB	VV	0	0	0	6	1	258.42051	攬	216.6	14.933333333333334	180.53690296815583	55.875416975824194
4231	4359	232	住	108.26666666666668	180.0675675653139	7	PART	PART	v	PART		1	1	1	61	1	4342.21005	住	108.26666666666668	0.0	180.0675675653139	0.0
4232	4360	232	佢。	26.33333333333333	98.53031118504713	8	PRON	PRON	x	PRON		2	2	1	1	1	21111.38214	佢	26.33333333333333	0.0	98.53031118504713	0.0
4233	4362	233	我	28.33333333333333	72.701826356396	0	PRON	PRON	r	PRON	PRP	3	3	1	704	1	49930.23889	我	28.33333333333333	0.0	72.701826356396	0.0
4234	4363	233	同	53.93333333333333	92.20228967993268	1	ADP	ADP	p	ADP	IN	2	1	2	536	1	4553.41912	同	53.93333333333333	0.0	92.20228967993268	0.0
4235	4364	233	佢	108.86666666666666	126.3855828627441	2	PRON	PRON	x	PRON		1	1	1	1	1	21111.38214	佢	108.86666666666666	0.0	126.3855828627441	0.0
4236	4365	233	講：	92.13333333333334	117.06685649187344	3	VERB	VERB	zg	VERB	VV	0	0	0	238	1	2901.43287	講	80.46666666666667	11.666666666666666	96.50552085531456	43.65266951236264
4237	4366	233	「你	81.8	93.8780769580062	4	PRON	PRON	r	PRON	PRP	1	7	2	142	1	18137.06144	你	76.93333333333334	4.866666666666666	87.81758872167286	18.209399282299845
4238	4367	233	鍾意	349.46666666666664	359.5541436588128	5	VERB	VERB	-	VERB	VV	2	6	2	55	2	721.42393	鍾意	143.86666666666667	98.6	98.5412716693986	135.02236851722012
4239	4368	233	嗰	177.13333333333333	193.18035326836136	6	PRON	PRON	x	PRON		3	2	4	1	1	2040.85943	嗰	147.06666666666666	30.066666666666663	143.21986206140855	87.31587611781848
4240	4369	233	朵	124.26666666666668	142.24320331351123	7	NOUN	DET	m	DET	NN	4	1	4	1	1	14.49474	朵	84.93333333333334	39.333333333333336	84.57617211064169	101.73866303208216
4241	4370	233	花	187.53333333333333	200.1908644824289	8	NOUN	NOUN	v	NOUN	NN	5	3	3	64	1	78.68573	花	129.06666666666666	45.4	145.66558352000044	105.02494941679332
4242	4371	233	唔	158.26666666666668	241.83974491845265	9	ADV	ADV	y	ADV		6	2	2	45	1	13258.13186	唔	77.06666666666666	42.46666666666667	92.5249275720993	87.00870965343388
4243	4372	233	會	171.0	159.3771209009206	10	AUX	AUX	zg	AUX	MD	7	1	2	177	1	4200.1616	會	125.73333333333332	45.266666666666666	110.3355286790655	92.63870081606764
4244	4373	233	有	191.46666666666667	161.98142554695036	11	VERB	VERB	v	VERB	VV	8	8	1	357	1	7919.92609	有	151.8	39.66666666666666	130.71046884877532	87.95503901931309
4245	4374	233	危險。	67.86666666666666	86.20353176575126	12	NOUN	NOUN	an	NOUN	NN	9	1	2	11	2	136.25056	危險	67.86666666666666	0.0	86.20353176575126	0.0
4246	4375	233	我	37.2	75.20478708167452	13	PRON	PRON	r	PRON	PRP	10	2	2	704	1	49930.23889	我	30.266666666666666	6.933333333333334	61.93164690922475	25.942157881632653
4247	4376	233	會	204.4	271.3125626775632	14	AUX	AUX	zg	AUX	MD	11	1	2	177	1	4200.1616	會	141.13333333333333	42.46666666666667	164.78020377325532	96.91705502931646
4248	4377	233	幫	200.2	202.71036809530324	15	VERB	VERB	x	VERB	VV	12	12	1	44	1	1037.40927	幫	149.86666666666667	28.33333333333333	139.54968848247407	77.06072641466311
4249	4378	233	隻	197.53333333333333	205.48345161810207	16	NOUN	DET	x	DET	NNB	13	2	3	1	1	2023.87988	隻	151.86666666666667	39.66666666666666	151.0478364257128	80.12795323037328
4250	4379	233	綿羊	298.6	288.0872090183804	17	VERB	NOUN	ns	NOUN		14	1	3	18	2	2.48481	綿羊	174.66666666666666	68.33333333333333	123.8405785229094	102.38858443313993
4251	4380	233	畫	14.8	43.63209827638364	18	NOUN	VERB	zg	VERB		15	3	2	53	1	43.89836	畫	14.8	0.0	43.63209827638364	0.0
4252	4381	233	一	0.0	0.0	19	NUM	NUM	m	NUM	CD	16	1	4	871	1	4153.77843	一	0.0	0.0	0.0	0.0
4253	4382	233	個	94.33333333333331	152.020466458376	20	NOUN	DET	zg	DET	NNB	17	1	3	175	1	6956.23292	個	79.86666666666666	14.466666666666669	123.75614013947845	54.12931019532968
4254	4383	233	口罩，	300.46666666666664	279.2714012489563	21	NOUN	NOUN	n	NOUN	NN	18	6	2	77	2	24.84813	口罩	189.4	49.66666666666666	134.12571217580418	83.43833384934983
4255	4384	233	我	111.4	199.97726537450868	22	PRON	PRON	r	PRON	PRP	19	6	2	704	1	49930.23889	我	61.4	36.93333333333333	118.1207291996907	78.15750479356129
4256	4385	233	會	44.0	94.11978183853452	23	AUX	AUX	zg	AUX	MD	20	1	3	177	1	4200.1616	會	34.93333333333333	9.066666666666666	72.88938346715673	33.9243603067504
4257	4386	233	畫	236.13333333333333	211.8911250828804	24	VERB	VERB	zg	VERB	VV	21	4	2	53	1	43.89836	畫	129.46666666666667	59.0	114.63790336921244	92.16434596234416
4258	4387	233	一	285.0	316.4155495546956	25	NUM	NUM	m	NUM	CD	22	1	4	871	1	4153.77843	一	137.53333333333333	102.53333333333332	125.80242004384849	155.40564840299584
4259	4388	233	個	261.53333333333336	175.77139193344922	26	NOUN	DET	zg	DET	NNB	23	1	3	175	1	6956.23292	個	179.73333333333332	76.86666666666666	133.1487722645446	112.21816054255903
4260	4389	233	圍欄	453.2	252.641300397751	27	NOUN	NOUN	n	NOUN	NN	24	1	2	31	2	3.31308	圍欄	227.53333333333333	150.93333333333334	127.51202121978758	97.57832181836748
4261	4390	233	圍	248.2	115.43090285245684	28	VERB	VERB	x	VERB		25	25	1	26	1	29.81775	圍	188.53333333333333	50.73333333333333	74.84817224815106	87.8874027125364
4262	4391	233	住	289.6666666666667	269.9663353498399	29	PART	PART	v	PART		26	1	2	61	1	4342.21005	住	209.7333333333333	58.06666666666667	134.74938053867095	99.27971707364108
4263	4392	233	你	249.6	200.5654672835448	30	PRON	PRON	r	PRON	PRP	27	1	3	142	1	18137.06144	你	162.6	75.6	146.12314441365316	96.64215781255436
4264	4393	233	朵	246.13333333333333	236.02623206377345	31	VERB	DET	m	DET		28	3	2	1	1	14.49474	朵	136.8	57.46666666666667	111.22421798631208	87.47941980196765
4265	4394	233	花，	215.0	214.95673983385583	32	NOUN	NOUN	v	NOUN	NN	29	1	3	64	1	78.68573	花	104.53333333333332	95.86666666666666	133.05480909092398	150.25971589957908
4266	4395	233	我	128.13333333333333	130.62356431959572	33	PRON	PRON	r	PRON	PRP	30	1	2	704	1	49930.23889	我	118.33333333333331	9.8	118.40307803806832	36.66824239038463
4267	4396	233	會⋯ ⋯ 」	129.4	175.12349927979398	34	AUX	AUX	zg	AUX	MD	31	31	1	177	1	4200.1616	會	119.73333333333332	9.666666666666666	170.7674702303951	36.169354738814775
4268	4397	234	我	134.0	126.13960519995295	0	PRON	PRON	r	PRON	PRP	3	3	1	704	1	49930.23889	我	116.4	7.133333333333334	107.1577030984396	19.15852000778998
4269	4398	234	其實	43.46666666666667	92.3138607625577	1	ADV	ADV	-	ADV	RB	2	2	1	103	2	1561.2906	其實	43.46666666666667	0.0	92.3138607625577	0.0
4270	4399	234	唔	70.46666666666667	120.32504126554689	2	ADV	ADV	y	ADV		1	1	1	45	1	13258.13186	唔	60.46666666666667	10.0	93.09913473759512	37.416573867739416
4271	4400	234	係	144.93333333333334	129.21479103501358	3	VERB	VERB	zg	VERB		0	0	0	6	1	22827.14525	係	126.0	18.933333333333334	116.4222201013764	50.22544729074651
4272	4401	234	好	122.46666666666668	246.7951557241124	4	ADV	ADV	a	ADV		1	1	2	312	1	10788.64225	好	87.2	9.666666666666666	139.49107498331213	36.169354738814775
4273	4402	234	知	68.4	131.7390349643314	5	VERB	VERB	v	VERB	VV	2	2	1	146	1	2394.53109	知	68.4	0.0	131.7390349643314	0.0
4274	4403	234	應該	127.73333333333332	145.5905064060001	6	AUX	AUX	v	AUX	MD	3	1	3	37	2	1273.8806	應該	94.33333333333331	21.066666666666663	111.49270030913335	38.01134333619667
4275	4404	234	講	104.33333333333331	112.16277853588012	7	VERB	VERB	zg	VERB	VV	4	2	2	238	1	2901.43287	講	101.73333333333332	2.6	109.16804579281532	9.728309205612248
4276	4405	234	咩	45.4	82.57344205816622	8	PRON	PRON	zg	PRON		5	1	3	1	1	4063.91104	咩	45.4	0.0	82.57344205816622	0.0
4277	4406	234	好。	14.733333333333333	55.1270854984694	9	ADV	ADV	a	ADV		6	4	2	312	1	10788.64225	好	14.733333333333333	0.0	55.1270854984694	0.0
4278	4407	235	覺得	119.73333333333332	175.72572062418433	0	VERB	VERB	v	VERB		17	17	1	92	2	1394.80815	覺得	67.06666666666666	39.0	75.39890951171347	133.14403228584197
4279	4408	235	自己	161.73333333333332	114.50616674320308	1	PRON	PRON	r	PRON	PRD	16	1	3	149	2	3315.98244	自己	161.73333333333332	0.0	114.50616674320308	0.0
4280	4409	235	笨手笨腳	266.53333333333336	171.18133335410403	2	X	X	-	ADJ		15	2	2	216	4	0.0	笨手笨腳	183.06666666666663	83.46666666666667	96.6005290990801	110.81387799168276
4281	4410	235	噉，	3.6666666666666665	13.719410418171115	3	PRON	PRON	zg	PRON		14	1	3	3	1	0.41414	噉	3.6666666666666665	0.0	13.719410418171115	0.0
4282	4411	235	唔	94.66666666666669	129.74162357889963	4	ADV	ADV	y	ADV		11	1	2	45	1	13258.13186	唔	83.66666666666667	11.0	108.77295415476937	41.15823125451335
4283	4412	235	知	162.33333333333334	253.8707457655481	5	VERB	VERB	v	VERB	VV	10	10	1	146	1	2394.53109	知	105.53333333333332	5.466666666666667	103.48904397192112	20.45439371436421
4284	4413	235	應該	64.56666666666666	115.27544790148892	6	AUX	AUX	v	AUX	MD	9	2	2	37	2	1273.8806	應該	53.43333333333333	11.133333333333333	93.34146393157162	41.65711890608321
4285	4414	235	點樣	90.6	166.2166457769297	7	PRON	PRON	-	PRON		8	1	2	209	2	248.8954	點樣	58.93333333333333	20.33333333333333	103.50295755301984	55.93051244376563
4286	4415	235	去	202.7333333333333	149.85168964308974	8	VERB	VERB	v	VERB		7	7	1	57	1	4675.58908	去	155.0	47.73333333333333	100.38857836759452	104.49910153787074
4287	4416	235	靠近	100.06666666666666	90.32420618096911	9	VERB	VERB	v	VERB	VV	6	1	2	38	2	40.58527	靠近	94.73333333333332	2.4	91.92784610165133	8.97997772825746
4288	4417	235	佢，	55.06666666666667	91.18074845541076	10	PRON	PRON	x	PRON		5	1	3	1	1	21111.38214	佢	55.06666666666667	0.0	91.18074845541076	0.0
4289	4418	235	從	71.8	103.61930322097324	11	ADP	ADP	zg	ADP	IN	2	1	2	37	1	301.07646	從	61.93333333333333	9.866666666666667	86.13436531889514	36.91768621616955
4290	4419	235	邊度	251.46666666666667	165.11001046440384	12	PRON	PRON	n	PRON		1	1	1	144	2	164.8259	邊度	209.46666666666667	28.266666666666666	121.91355771839142	75.69453231391435
4291	4420	235	去	61.86666666666667	87.61268299865165	13	VERB	VERB	v	VERB		0	0	0	57	1	4675.58908	去	61.86666666666667	0.0	87.61268299865165	0.0
4292	4421	235	接通	203.6	177.395152132182	14	VERB	VERB	v	VERB	VV	1	1	1	120	2	14.90888	接通	175.2	28.4	122.55513045156454	106.26306978437992
4293	4422	235	佢	111.0	155.58406088028426	15	PRON	PRON	x	PRON		2	1	4	1	1	21111.38214	佢	79.26666666666667	31.73333333333333	105.49974196914206	75.45812672528314
4294	4423	235	內心	246.26666666666668	384.58487865345006	16	ADJ	ADJ	n	ADJ		3	2	3	194	2	115.54379	內心	183.6	45.0	259.65895581191364	86.04649905719582
4295	4424	235	嘅	62.266666666666666	115.32936409354828	17	PART	PART	x	PART		4	1	3	1	1	15735.49004	嘅	62.266666666666666	0.0	115.32936409354828	0.0
4296	4425	235	世界。	0.0	0.0	18	NOUN	NOUN	n	NOUN	NN	5	4	2	35	2	517.25516	世界	0.0	0.0	0.0	0.0
4297	4427	236	眼淚	103.93333333333334	181.903075534442	0	NOUN	NOUN	n	NOUN	NN	7	7	1	112	2	175.17929	眼淚	74.86666666666666	14.4	120.45462031634798	53.87986636954476
4298	4428	236	嘅	362.06666666666666	157.59165234519526	1	PART	PART	x	PART		6	1	2	1	1	15735.49004	嘅	241.06666666666663	107.6	86.54822676147418	129.08281579409916
4299	4429	236	國度，	341.6	335.2630410090958	2	NOUN	NOUN	n	NOUN	NN	5	5	1	87	2	0.0	國度	126.4	117.86666666666666	91.09394418218298	135.39023434338074
4300	4430	236	真係	328.1333333333333	196.1131872726111	3	ADV	ADV	-	ADV		2	2	1	60	2	3320.53793	真係	194.0	114.26666666666668	92.21785799579892	172.21593680286648
4301	4431	236	好	235.8	201.664473817279	4	ADV	ADV	a	ADV		1	1	1	312	1	10788.64225	好	148.06666666666666	87.73333333333333	102.30572917594704	154.54167363170654
4302	4432	236	神秘！	263.4	335.50316441627393	5	ADJ	ADJ	a	ADJ	JJ	0	0	0	89	2	42.65595	神秘	162.6	46.266666666666666	151.0036644146978	98.4536890567788
4303	4433	237	好	12.266666666666667	45.897663944427	0	ADV	ADV	a	ADV		4	1	2	312	1	10788.64225	好	12.266666666666667	0.0	45.897663944427	0.0
4304	4434	237	快	68.73333333333333	118.93890121496084	1	ADJ	ADJ	a	ADJ	JJ	3	3	1	45	1	1056.04536	快	68.73333333333333	0.0	118.93890121496084	0.0
